,model_id,model,d_model,e_layers,seq_len,pred_len,c_out,batch_size,buffer_size,lr,sample_type,eq,edq,ep
703,itf_dm48_el1_sl20_pl3_co4_bs128_bfs200_lr0.0001_stlog,itf,48,1,20,3,4,128,200,0.0001,log,1.2206416695385565e-05,-4.163558980784139e-07,0.00034844796276020434
1115,itf_dm48_el1_sl40_pl8_co4_bs64_bfs1000_lr0.0001_stlog,itf,48,1,40,8,4,64,1000,0.0001,log,1.2078152781046876e-05,-1.1184726525182917e-06,0.00034862383041004406
783,itf_dm48_el1_sl20_pl8_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,20,8,4,128,128,0.0001,log,1.143319300736024e-05,-5.64968175522599e-07,0.0003488257080593121
175,itf_dm48_el1_sl5_pl3_co4_bs128_bfs2000_lr0.0001_stlog,itf,48,1,5,3,4,128,2000,0.0001,log,1.2507660267054607e-05,-1.7105356128607405e-06,0.0003488641786975291
495,itf_dm48_el1_sl10_pl8_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,10,8,4,128,128,0.0001,log,1.1946824931899141e-05,-3.886179972475978e-07,0.0003491564475206457
599,itf_dm48_el1_sl20_pl1_co4_bs32_bfs200_lr0.0001_stlog,itf,48,1,20,1,4,32,200,0.0001,log,1.3508744660214317e-05,-2.2878265428108793e-06,0.00034920927924381054
1051,itf_dm48_el1_sl40_pl3_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,40,3,4,64,4000,0.0001,log,1.2864823185068956e-05,-2.0618249997918225e-06,0.0003492670953366244
243,itf_dm48_el1_sl5_pl8_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,5,8,4,16,1000,0.0001,log,1.195796138324189e-05,-1.1746393122876245e-06,0.00034949194416816347
959,itf_dm48_el1_sl40_pl1_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,40,1,4,128,4000,0.0001,log,1.2912509198348702e-05,-2.5391326388792337e-06,0.00034952102798468915
571,itf_dm48_el1_sl10_pl8_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,10,8,4,64,4000,0.0001,log,1.2955079591302557e-05,-1.116709877002891e-06,0.00034955673173025267
883,itf_dm48_el1_sl40_pl1_co4_bs16_bfs200_lr0.0001_stlog,itf,48,1,40,1,4,16,200,0.0001,log,1.3461504717107123e-05,-3.5198592264803347e-06,0.0003495778998492031
847,itf_dm48_el1_sl20_pl8_co4_bs128_bfs2000_lr0.0001_stlog,itf,48,1,20,8,4,128,2000,0.0001,log,1.225657252286943e-05,-1.7457854989948868e-06,0.00034981911848589223
787,itf_dm48_el1_sl20_pl8_co4_bs16_bfs200_lr0.0001_stlog,itf,48,1,20,8,4,16,200,0.0001,log,1.3021155674324393e-05,-1.7941053581430576e-06,0.0003500066837797625
383,itf_dm48_el1_sl10_pl1_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,10,1,4,128,4000,0.0001,log,1.204521436083694e-05,-2.225916753838871e-06,0.0003500492732032746
1039,itf_dm48_el1_sl40_pl3_co4_bs128_bfs2000_lr0.0001_stlog,itf,48,1,40,3,4,128,2000,0.0001,log,1.2337041761650196e-05,-2.49821056022689e-06,0.0003500661153894607
31,itf_dm48_el1_sl5_pl1_co4_bs128_bfs200_lr0.0001_stlog,itf,48,1,5,1,4,128,200,0.0001,log,1.203159882313975e-05,-3.984277178081981e-07,0.0003504863195700899
859,itf_dm48_el1_sl20_pl8_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,20,8,4,64,4000,0.0001,log,1.2850600227312691e-05,-1.4181916602154683e-06,0.0003506936003161038
1151,itf_dm48_el1_sl40_pl8_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,40,8,4,128,4000,0.0001,log,1.2017044450270467e-05,-1.8044342208378868e-06,0.0003507588803072251
647,itf_dm48_el1_sl20_pl1_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,20,1,4,32,2000,0.0001,log,1.3193983301679224e-05,-2.9095715569399556e-06,0.0003507705442257159
222,itf_dm48_el1_sl5_pl8_co4_bs128_bfs200_lr0.001_stlog,itf,48,1,5,8,4,128,200,0.001,log,1.3728916813473895e-05,-3.788200603298958e-06,0.00035078466045761376
579,itf_dm48_el1_sl20_pl1_co4_bs16_bfs128_lr0.0001_stlog,itf,48,1,20,1,4,16,128,0.0001,log,1.3199059346920262e-05,-3.0425877268315873e-06,0.0003508290580363481
299,itf_dm48_el1_sl10_pl1_co4_bs64_bfs128_lr0.0001_stlog,itf,48,1,10,1,4,64,128,0.0001,log,1.3046344534954938e-05,-1.6664624452648012e-06,0.0003511573740565291
843,itf_dm48_el1_sl20_pl8_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,20,8,4,64,2000,0.0001,log,1.2623932696041837e-05,-2.5603829076647523e-06,0.0003511727106078806
463,itf_dm48_el1_sl10_pl3_co4_bs128_bfs2000_lr0.0001_stlog,itf,48,1,10,3,4,128,2000,0.0001,log,1.1681365879280688e-05,-2.2430163391538513e-06,0.00035126855839753704
55,itf_dm48_el1_sl5_pl1_co4_bs32_bfs1000_lr0.0001_stlog,itf,48,1,5,1,4,32,1000,0.0001,log,1.2300564730410954e-05,-3.6325321513893012e-06,0.0003513858614528433
587,itf_dm48_el1_sl20_pl1_co4_bs64_bfs128_lr0.0001_stlog,itf,48,1,20,1,4,64,128,0.0001,log,1.320153805295035e-05,-2.0196932191251377e-06,0.00035146143144639886
279,itf_dm48_el1_sl5_pl8_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,5,8,4,32,4000,0.0001,log,1.1206175535167769e-05,-2.2442580646124186e-06,0.0003515824623595268
347,itf_dm48_el1_sl10_pl1_co4_bs64_bfs1000_lr0.0001_stlog,itf,48,1,10,1,4,64,1000,0.0001,log,1.2567150934551428e-05,-2.7042313807193463e-06,0.0003518211309165657
379,itf_dm48_el1_sl10_pl1_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,10,1,4,64,4000,0.0001,log,1.2507266825210507e-05,-3.6787433379992414e-06,0.00035238802148264496
1011,itf_dm48_el1_sl40_pl3_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,40,3,4,16,1000,0.0001,log,1.2572550084772737e-05,-2.985553669535186e-06,0.00035242550566333766
1043,itf_dm48_el1_sl40_pl3_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,40,3,4,16,4000,0.0001,log,1.2789178036350286e-05,-2.4903702037656038e-06,0.000352461752603661
95,itf_dm48_el1_sl5_pl1_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,5,1,4,128,4000,0.0001,log,1.2023747773613378e-05,-3.77964554055003e-06,0.00035251133464830306
1059,itf_dm48_el1_sl40_pl8_co4_bs16_bfs128_lr0.0001_stlog,itf,48,1,40,8,4,16,128,0.0001,log,1.320981649156189e-05,-3.091781582056658e-06,0.00035257013203505695
1071,itf_dm48_el1_sl40_pl8_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,40,8,4,128,128,0.0001,log,1.2141244455470858e-05,-2.0253559922227965e-06,0.0003525743765672673
510,itf_dm48_el1_sl10_pl8_co4_bs128_bfs200_lr0.001_stlog,itf,48,1,10,8,4,128,200,0.001,log,1.3468353607150167e-05,-4.374439203702618e-06,0.00035261458921133555
315,itf_dm48_el1_sl10_pl1_co4_bs64_bfs200_lr0.0001_stlog,itf,48,1,10,1,4,64,200,0.0001,log,1.2880895393218173e-05,-2.490344447012103e-06,0.0003526420445153487
251,itf_dm48_el1_sl5_pl8_co4_bs64_bfs1000_lr0.0001_stlog,itf,48,1,5,8,4,64,1000,0.0001,log,1.0345011306569975e-05,-2.525107543656889e-06,0.00035264369653065236
731,itf_dm48_el1_sl20_pl3_co4_bs64_bfs1000_lr0.0001_stlog,itf,48,1,20,3,4,64,1000,0.0001,log,1.2553567497707572e-05,-3.2772173351046548e-06,0.0003527120807266661
126,itf_dm48_el1_sl5_pl3_co4_bs128_bfs200_lr0.001_stlog,itf,48,1,5,3,4,128,200,0.001,log,1.3751097752372655e-05,-3.7976346350921363e-06,0.00035284793914782406
1035,itf_dm48_el1_sl40_pl3_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,40,3,4,64,2000,0.0001,log,1.2988698624592494e-05,-3.962675680667382e-06,0.000352936751090376
987,itf_dm48_el1_sl40_pl3_co4_bs64_bfs200_lr0.0001_stlog,itf,48,1,40,3,4,64,200,0.0001,log,1.3287440405836972e-05,-3.629843814614321e-06,0.0003529633748584311
327,itf_dm48_el1_sl10_pl1_co4_bs32_bfs500_lr0.0001_stlog,itf,48,1,10,1,4,32,500,0.0001,log,1.2793491724112584e-05,-3.861163420977674e-06,0.0003529702639359561
559,itf_dm48_el1_sl10_pl8_co4_bs128_bfs2000_lr0.0001_stlog,itf,48,1,10,8,4,128,2000,0.0001,log,1.1933908474997157e-05,-2.1081538868895737e-06,0.00035304358241338953
111,itf_dm48_el1_sl5_pl3_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,5,3,4,128,128,0.0001,log,1.1986848766576083e-05,-1.137873520357189e-06,0.000353162141844568
207,itf_dm48_el1_sl5_pl8_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,5,8,4,128,128,0.0001,log,1.1876298506364774e-05,-6.916140456738294e-07,0.00035321909808345644
971,itf_dm48_el1_sl40_pl3_co4_bs64_bfs128_lr0.0001_stlog,itf,48,1,40,3,4,64,128,0.0001,log,1.3295562629107285e-05,-2.9099074085750867e-06,0.0003532630695587007
543,itf_dm48_el1_sl10_pl8_co4_bs128_bfs1000_lr0.0001_stlog,itf,48,1,10,8,4,128,1000,0.0001,log,1.1600582199486006e-05,-2.040568750093924e-06,0.00035332810192957847
975,itf_dm48_el1_sl40_pl3_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,40,3,4,128,128,0.0001,log,1.2702273037259483e-05,-9.468631220095614e-07,0.00035340664725920214
307,itf_dm48_el1_sl10_pl1_co4_bs16_bfs200_lr0.0001_stlog,itf,48,1,10,1,4,16,200,0.0001,log,1.3101268905816785e-05,-2.747018170955618e-06,0.00035358009717257553
187,itf_dm48_el1_sl5_pl3_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,5,3,4,64,4000,0.0001,log,1.2067860423069481e-05,-2.298209795247117e-06,0.0003536329355401367
151,itf_dm48_el1_sl5_pl3_co4_bs32_bfs1000_lr0.0001_stlog,itf,48,1,5,3,4,32,1000,0.0001,log,1.1806168874868626e-05,-3.389804402429992e-06,0.00035366221088547627
271,itf_dm48_el1_sl5_pl8_co4_bs128_bfs2000_lr0.0001_stlog,itf,48,1,5,8,4,128,2000,0.0001,log,1.0420228142472875e-05,-2.5142777397169774e-06,0.0003537083732859184
23,itf_dm48_el1_sl5_pl1_co4_bs32_bfs200_lr0.0001_stlog,itf,48,1,5,1,4,32,200,0.0001,log,1.2894172720153124e-05,-2.646882936218741e-06,0.0003538697350697669
15,itf_dm48_el1_sl5_pl1_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,5,1,4,128,128,0.0001,log,1.25282230445958e-05,-1.803763428607965e-06,0.0003538720131267388
639,itf_dm48_el1_sl20_pl1_co4_bs128_bfs1000_lr0.0001_stlog,itf,48,1,20,1,4,128,1000,0.0001,log,1.2261376811904877e-05,-2.764181923313371e-06,0.0003540361682207882
767,itf_dm48_el1_sl20_pl3_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,20,3,4,128,4000,0.0001,log,1.2127461904243601e-05,-3.0656514983834655e-06,0.0003542699948312989
1147,itf_dm48_el1_sl40_pl8_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,40,8,4,64,4000,0.0001,log,1.2995897590036497e-05,-2.577343015685001e-06,0.00035427564535891245
831,itf_dm48_el1_sl20_pl8_co4_bs128_bfs1000_lr0.0001_stlog,itf,48,1,20,8,4,128,1000,0.0001,log,1.0826914189099226e-05,-3.750086264906957e-06,0.000354571352290083
819,itf_dm48_el1_sl20_pl8_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,20,8,4,16,1000,0.0001,log,1.1257786671895788e-05,-3.0565067216841227e-06,0.00035459068727962146
763,itf_dm48_el1_sl20_pl3_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,20,3,4,64,4000,0.0001,log,1.2726388471202702e-05,-3.6043513348235807e-06,0.0003547559127524013
263,itf_dm48_el1_sl5_pl8_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,5,8,4,32,2000,0.0001,log,1.1686482202123672e-05,-2.3234869684684092e-06,0.00035481648157935364
619,itf_dm48_el1_sl20_pl1_co4_bs64_bfs500_lr0.0001_stlog,itf,48,1,20,1,4,64,500,0.0001,log,1.2974845316350461e-05,-5.183718438064432e-06,0.0003549971308702986
1107,itf_dm48_el1_sl40_pl8_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,40,8,4,16,1000,0.0001,log,1.1733964008855534e-05,-3.7028378647853237e-06,0.00035506413099887786
75,itf_dm48_el1_sl5_pl1_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,5,1,4,64,2000,0.0001,log,1.2163665717047066e-05,-4.072840462165071e-06,0.000355375996515207
671,itf_dm48_el1_sl20_pl1_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,20,1,4,128,4000,0.0001,log,1.2608305680000787e-05,-4.0768154486365595e-06,0.00035545646995438523
807,itf_dm48_el1_sl20_pl8_co4_bs32_bfs500_lr0.0001_stlog,itf,48,1,20,8,4,32,500,0.0001,log,1.3221504759916753e-05,-3.1087151290110603e-06,0.00035588838723718395
303,itf_dm48_el1_sl10_pl1_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,10,1,4,128,128,0.0001,log,1.2701165575989604e-05,-1.5512041506697029e-06,0.0003561697890095946
451,itf_dm48_el1_sl10_pl3_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,10,3,4,16,2000,0.0001,log,1.214439057142298e-05,-3.64003870064215e-06,0.0003562839242229997
435,itf_dm48_el1_sl10_pl3_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,10,3,4,16,1000,0.0001,log,1.2080090733781253e-05,-3.835741840049235e-06,0.00035633723071098355
1015,itf_dm48_el1_sl40_pl3_co4_bs32_bfs1000_lr0.0001_stlog,itf,48,1,40,3,4,32,1000,0.0001,log,1.3259795604396711e-05,-4.369505536030733e-06,0.0003563498635051269
479,itf_dm48_el1_sl10_pl3_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,10,3,4,128,4000,0.0001,log,1.1300047127982943e-05,-4.386118476288996e-06,0.00035642719869820186
235,itf_dm48_el1_sl5_pl8_co4_bs64_bfs500_lr0.0001_stlog,itf,48,1,5,8,4,64,500,0.0001,log,1.18743885621809e-05,-3.350172365986989e-06,0.00035666324900900266
863,itf_dm48_el1_sl20_pl8_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,20,8,4,128,4000,0.0001,log,1.205695239945892e-05,-3.411726749375562e-06,0.0003566905075261054
155,itf_dm48_el1_sl5_pl3_co4_bs64_bfs1000_lr0.0001_stlog,itf,48,1,5,3,4,64,1000,0.0001,log,1.2600113493468131e-05,-4.509060605685598e-06,0.00035669583657452236
443,itf_dm48_el1_sl10_pl3_co4_bs64_bfs1000_lr0.0001_stlog,itf,48,1,10,3,4,64,1000,0.0001,log,1.2024663240396488e-05,-3.881651950032872e-06,0.0003567946439189214
591,itf_dm48_el1_sl20_pl1_co4_bs128_bfs128_lr0.0001_stlog,itf,48,1,20,1,4,128,128,0.0001,log,1.3072062794275245e-05,-1.7313138167235169e-06,0.00035683013921254805
343,itf_dm48_el1_sl10_pl1_co4_bs32_bfs1000_lr0.0001_stlog,itf,48,1,10,1,4,32,1000,0.0001,log,1.2320156733931678e-05,-4.8591357989166695e-06,0.000357179286769616
919,itf_dm48_el1_sl40_pl1_co4_bs32_bfs1000_lr0.0001_stlog,itf,48,1,40,1,4,32,1000,0.0001,log,1.296327978818942e-05,-4.897539006442145e-06,0.0003572450582046532
759,itf_dm48_el1_sl20_pl3_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,20,3,4,32,4000,0.0001,log,1.273132555387567e-05,-3.48697495264165e-06,0.00035758347460454097
955,itf_dm48_el1_sl40_pl1_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,40,1,4,64,4000,0.0001,log,1.3855654271781781e-05,-4.5116958748928765e-06,0.00035761088036182013
1067,itf_dm48_el1_sl40_pl8_co4_bs64_bfs128_lr0.0001_stlog,itf,48,1,40,8,4,64,128,0.0001,log,1.3149361936546603e-05,-4.1403822844203984e-06,0.00035794544054291473
87,itf_dm48_el1_sl5_pl1_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,5,1,4,32,4000,0.0001,log,1.2204550317585915e-05,-4.862266288619202e-06,0.00035801575780551896
1047,itf_dm48_el1_sl40_pl3_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,40,3,4,32,4000,0.0001,log,1.3085023030851614e-05,-3.955573872557044e-06,0.00035822588592222685
1027,itf_dm48_el1_sl40_pl3_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,40,3,4,16,2000,0.0001,log,1.277370948983992e-05,-4.375823918673343e-06,0.0003582713120920224
475,itf_dm48_el1_sl10_pl3_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,10,3,4,64,4000,0.0001,log,1.2530822072464643e-05,-3.965932245616512e-06,0.0003583783633378038
255,itf_dm48_el1_sl5_pl8_co4_bs128_bfs1000_lr0.0001_stlog,itf,48,1,5,8,4,128,1000,0.0001,log,9.970462575201546e-06,-3.702842980408093e-06,0.00035844783441984904
667,itf_dm48_el1_sl20_pl1_co4_bs64_bfs4000_lr0.0001_stlog,itf,48,1,20,1,4,64,4000,0.0001,log,1.3541587243339566e-05,-4.445047215050069e-06,0.000358654854407211
467,itf_dm48_el1_sl10_pl3_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,10,3,4,16,4000,0.0001,log,1.2395570799606371e-05,-4.3507149808056506e-06,0.00035901512835786765
851,itf_dm48_el1_sl20_pl8_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,20,8,4,16,4000,0.0001,log,1.2092523719878505e-05,-4.0418199028836345e-06,0.0003595299392751132
171,itf_dm48_el1_sl5_pl3_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,5,3,4,64,2000,0.0001,log,1.235849298268551e-05,-5.382951018692572e-06,0.0003597018496095637
439,itf_dm48_el1_sl10_pl3_co4_bs32_bfs1000_lr0.0001_stlog,itf,48,1,10,3,4,32,1000,0.0001,log,1.1928291076621707e-05,-5.039096747007192e-06,0.00035989714158498487
855,itf_dm48_el1_sl20_pl8_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,20,8,4,32,4000,0.0001,log,1.2341164105693467e-05,-4.503637104973698e-06,0.000360055163382608
371,itf_dm48_el1_sl10_pl1_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,10,1,4,16,4000,0.0001,log,1.2202640368389828e-05,-4.933445036125507e-06,0.0003604877176692268
147,itf_dm48_el1_sl5_pl3_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,5,3,4,16,1000,0.0001,log,1.1965253957838765e-05,-5.3873132548295545e-06,0.0003606769844006912
575,itf_dm48_el1_sl10_pl8_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,10,8,4,128,4000,0.0001,log,1.11986157576246e-05,-4.365287102149444e-06,0.0003609581668018389
1083,itf_dm48_el1_sl40_pl8_co4_bs64_bfs200_lr0.0001_stlog,itf,48,1,40,8,4,64,200,0.0001,log,1.317455078855438e-05,-4.7474580069199745e-06,0.0003611355368585861
999,itf_dm48_el1_sl40_pl3_co4_bs32_bfs500_lr0.0001_stlog,itf,48,1,40,3,4,32,500,0.0001,log,1.2305732799471004e-05,-6.217318103894989e-06,0.000361285952061587
747,itf_dm48_el1_sl20_pl3_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,20,3,4,64,2000,0.0001,log,1.2658009584319422e-05,-5.438040836776639e-06,0.00036158587039614913
259,itf_dm48_el1_sl5_pl8_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,5,8,4,16,2000,0.0001,log,1.056252389713036e-05,-4.352621337093323e-06,0.00036174575685613464
659,itf_dm48_el1_sl20_pl1_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,20,1,4,16,4000,0.0001,log,1.2474785806657594e-05,-5.349419618053391e-06,0.0003619221911940185
179,itf_dm48_el1_sl5_pl3_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,5,3,4,16,4000,0.0001,log,1.2076666763351641e-05,-5.471233333864765e-06,0.0003619890858456
527,itf_dm48_el1_sl10_pl8_co4_bs128_bfs500_lr0.0001_stlog,itf,48,1,10,8,4,128,500,0.0001,log,1.0842495124019857e-05,-3.0935685918463685e-06,0.00036211987128296455
71,itf_dm48_el1_sl5_pl1_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,5,1,4,32,2000,0.0001,log,1.1920003485917183e-05,-6.161369713169121e-06,0.0003624602257483666
355,itf_dm48_el1_sl10_pl1_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,10,1,4,16,2000,0.0001,log,1.2511242545542342e-05,-5.961058321906406e-06,0.00036308133954491564
947,itf_dm48_el1_sl40_pl1_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,40,1,4,16,4000,0.0001,log,1.3587409269306668e-05,-4.9212799456757605e-06,0.0003634653372646829
363,itf_dm48_el1_sl10_pl1_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,10,1,4,64,2000,0.0001,log,1.2933016995464463e-05,-5.531181346694197e-06,0.000363707817478059
567,itf_dm48_el1_sl10_pl8_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,10,8,4,32,4000,0.0001,log,1.2919185964135871e-05,-4.289000232784047e-06,0.00036379981630212474
83,itf_dm48_el1_sl5_pl1_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,5,1,4,16,4000,0.0001,log,1.1696903624366635e-05,-5.789128955357645e-06,0.0003640257979160961
191,itf_dm48_el1_sl5_pl3_co4_bs128_bfs4000_lr0.0001_stlog,itf,48,1,5,3,4,128,4000,0.0001,log,1.1773704640931782e-05,-6.592705746199905e-06,0.0003641250735607209
167,itf_dm48_el1_sl5_pl3_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,5,3,4,32,2000,0.0001,log,1.199044088614717e-05,-5.873268882507828e-06,0.0003641262931640042
935,itf_dm48_el1_sl40_pl1_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,40,1,4,32,2000,0.0001,log,1.3115411682686868e-05,-6.04996250340873e-06,0.0003642369753890458
67,itf_dm48_el1_sl5_pl1_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,5,1,4,16,2000,0.0001,log,1.2042384113885641e-05,-6.199260872260127e-06,0.0003643139121333312
51,itf_dm48_el1_sl5_pl1_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,5,1,4,16,1000,0.0001,log,1.2327313347725553e-05,-5.903649374042197e-06,0.00036442987916320306
455,itf_dm48_el1_sl10_pl3_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,10,3,4,32,2000,0.0001,log,1.2324694366027485e-05,-6.223667615999455e-06,0.00036485522148150846
547,itf_dm48_el1_sl10_pl8_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,10,8,4,16,2000,0.0001,log,1.1657352638765669e-05,-6.0982537999376175e-06,0.00036540539532255785
531,itf_dm48_el1_sl10_pl8_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,10,8,4,16,1000,0.0001,log,1.043077096972325e-05,-5.502542764477571e-06,0.0003663208035018399
631,itf_dm48_el1_sl20_pl1_co4_bs32_bfs1000_lr0.0001_stlog,itf,48,1,20,1,4,32,1000,0.0001,log,1.301604138493923e-05,-7.025772717041308e-06,0.00036764037529613897
875,itf_dm48_el1_sl40_pl1_co4_bs64_bfs128_lr0.0001_stlog,itf,48,1,40,1,4,64,128,0.0001,log,1.3467033575919143e-05,-7.273481637967705e-06,0.00036783087381731444
163,itf_dm48_el1_sl5_pl3_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,5,3,4,16,2000,0.0001,log,1.224734030640253e-05,-6.207473611502274e-06,0.00036784782909583797
739,itf_dm48_el1_sl20_pl3_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,20,3,4,16,2000,0.0001,log,1.2550320837077127e-05,-6.437948888101102e-06,0.0003678499158145155
939,itf_dm48_el1_sl40_pl1_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,40,1,4,64,2000,0.0001,log,1.2813074490594168e-05,-7.869336521638872e-06,0.00036789497045590976
907,itf_dm48_el1_sl40_pl1_co4_bs64_bfs500_lr0.0001_stlog,itf,48,1,40,1,4,64,500,0.0001,log,1.2692854820039643e-05,-8.535761917165263e-06,0.0003679773161029566
471,itf_dm48_el1_sl10_pl3_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,10,3,4,32,4000,0.0001,log,1.2713666549742943e-05,-7.022092502369237e-06,0.00036842981053555835
651,itf_dm48_el1_sl20_pl1_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,20,1,4,64,2000,0.0001,log,1.313767073948802e-05,-6.660938262601206e-06,0.00036852719674518894
1123,itf_dm48_el1_sl40_pl8_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,40,8,4,16,2000,0.0001,log,1.1958156193276801e-05,-6.352748905453544e-06,0.0003685726800793151
643,itf_dm48_el1_sl20_pl1_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,20,1,4,16,2000,0.0001,log,1.283594651694175e-05,-6.966281885571052e-06,0.0003686124465074219
835,itf_dm48_el1_sl20_pl8_co4_bs16_bfs2000_lr0.0001_stlog,itf,48,1,20,8,4,16,2000,0.0001,log,1.2144621915749488e-05,-5.90507272561552e-06,0.00036879450139572044
1031,itf_dm48_el1_sl40_pl3_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,40,3,4,32,2000,0.0001,log,1.2510423430514854e-05,-7.617503212706874e-06,0.0003694823514994328
627,itf_dm48_el1_sl20_pl1_co4_bs16_bfs1000_lr0.0001_stlog,itf,48,1,20,1,4,16,1000,0.0001,log,1.223111229007993e-05,-8.010183630609551e-06,0.0003696483304261282
459,itf_dm48_el1_sl10_pl3_co4_bs64_bfs2000_lr0.0001_stlog,itf,48,1,10,3,4,64,2000,0.0001,log,1.2518960738430805e-05,-6.695914604319935e-06,0.00036966951952139063
563,itf_dm48_el1_sl10_pl8_co4_bs16_bfs4000_lr0.0001_stlog,itf,48,1,10,8,4,16,4000,0.0001,log,1.1387822954032575e-05,-6.308921699929495e-06,0.00037047527556544285
743,itf_dm48_el1_sl20_pl3_co4_bs32_bfs2000_lr0.0001_stlog,itf,48,1,20,3,4,32,2000,0.0001,log,1.2479454546755406e-05,-7.465016566439529e-06,0.00037050558293148556
131,itf_dm48_el1_sl5_pl3_co4_bs16_bfs500_lr0.0001_stlog,itf,48,1,5,3,4,16,500,0.0001,log,1.2065655592212042e-05,-6.90479797480761e-06,0.00037097012067791155
1143,itf_dm48_el1_sl40_pl8_co4_bs32_bfs4000_lr0.0001_stlog,itf,48,1,40,8,4,32,4000,0.0001,log,1.1543647745143853e-05,-7.452102561816051e-06,0.0003712757917429016
1063,itf_dm48_el1_sl40_pl8_co4_bs32_bfs128_lr0.0001_stlog,itf,48,1,40,8,4,32,128,0.0001,log,1.297668756668972e-05,-7.399851870897121e-06,0.0003713880989804021
